0	172.932
165.308	175.363
330.616	176.393
495.924	176.166
661.232	175.479
826.54	173.635
991.848	170.596
1157.16	166.861
1322.46	162.41
1487.77	157.364
1653.08	151.841
1818.39	145.986
1983.7	139.901
2149	133.734
2314.31	127.557
2479.62	121.504
2644.93	115.615
2810.24	109.988
2975.54	104.638
3140.85	99.6221
3306.16	94.9329
3471.47	90.591
3636.78	86.5757
3802.08	82.8769
3967.39	79.4699
4132.7	76.3242
4298.01	73.4165
4463.32	70.7067
4628.62	68.1765
4793.93	65.785
4959.24	63.5198
5124.55	61.346
5289.85	59.257
5455.16	57.2272
5620.47	55.255
5785.78	53.3251
5951.09	51.4392
6116.39	49.5917
6281.7	47.7858
6447.01	46.0232
6612.32	44.307
6777.63	42.6431
6942.93	41.0338
7108.24	39.486
7273.55	38.0007
7438.86	36.5833
7604.17	35.2335
7769.47	33.9542
7934.78	32.744
8100.09	31.6026
8265.4	30.5279
8430.71	29.5168
8596.01	28.5671
8761.32	27.6734
8926.63	26.8336
9091.94	26.0409
9257.25	25.2932
9422.55	24.583
9587.86	23.9085
9753.17	23.2619
9918.48	22.6415
10083.8	22.0399
10249.1	21.456
10414.4	20.8828
10579.7	20.3198
10745	19.7614
10910.3	19.2078
11075.6	18.6553
11240.9	18.1046
11406.2	17.5546
11571.6	17.0063
11736.9	16.4613
11902.2	15.9206
12067.5	15.3881
12232.8	14.8647
12398.1	14.3553
12563.4	13.8603
12728.7	13.3847
12894	12.9284
13059.3	12.4948
13224.6	12.0834
13389.9	11.6955
13555.3	11.3302
13720.6	10.9862
13885.9	10.663
14051.2	10.3573
14216.5	10.0688
14381.8	9.79359
14547.1	9.53161
14712.4	9.27966
14877.7	9.03791
15043	8.80459
15208.3	8.58
15373.6	8.36401
15538.9	8.15689
15704.3	7.95966
15869.6	7.77245
16034.9	7.59656
16200.2	7.43194
16365.5	7.27935
16530.8	7.13857
16696.1	7.00922
16861.4	6.89102
17026.7	6.78231
17192	6.68281
17357.3	6.5898
17522.6	6.50306
17688	6.41928
17853.3	6.33835
18018.6	6.25692
18183.9	6.17497
18349.2	6.08969
18514.5	6.00112
18679.8	5.90738
18845.1	5.80857
19010.4	5.70392
19175.7	5.59355
19341	5.47773
19506.3	5.35658
19671.6	5.23112
19837	5.10138
20002.3	4.96869
20167.6	4.83305
20332.9	4.69562
20498.2	4.55637
20663.5	4.41606
20828.8	4.27467
20994.1	4.13258
21159.4	3.98979
21324.7	3.84664
21490	3.70317
21655.3	3.56011
21820.7	3.41753
21986	3.27699
22151.3	3.13854
22316.6	3.00469
22481.9	2.87548
22647.2	2.75414
22812.5	2.64067
22977.8	2.5384
23143.1	2.44731
23308.4	2.37002
23473.7	2.30649
23639	2.25712
23804.3	2.22204
23969.7	2.20634
24135	2.19959
24300.3	2.20149
24465.6	2.21774
24630.9	2.23966
24796.2	2.26728
24961.5	2.2953
25126.8	2.32374
25292.1	2.34768
25457.4	2.36722
25622.7	2.37043
25788	2.36828
25953.4	2.36079
26118.7	2.33225
26284	2.29101
26449.3	2.23731
26614.6	2.17143
26779.9	2.0933
26945.2	2.00602
27110.5	1.90952
27275.8	1.80811
27441.1	1.70176
27606.4	1.59523
27771.7	1.48853
27937	1.38611
28102.4	1.28805
28267.7	1.19785
28433	1.11561
28598.3	1.04347
28763.6	0.98156
28928.9	0.93056
29094.2	0.890587
29259.5	0.860486
29424.8	0.839526
29590.1	0.834675
29755.4	0.834182
29920.7	0.835709
30086.1	0.849889
30251.4	0.869155
30416.7	0.892587
30582	0.919053
30747.3	0.948494
30912.6	0.979049
31077.9	1.01066
31243.2	1.04155
31408.5	1.07166
31573.8	1.09929
31739.1	1.12437
31904.4	1.1454
32069.7	1.16238
32235.1	1.17325
32400.4	1.17874
32565.7	1.17923
32731	1.17225
32896.3	1.15877
33061.6	1.139
33226.9	1.11346
33392.2	1.08206
33557.5	1.04619
33722.8	1.00584
33888.1	0.962789
34053.4	0.917113
34218.7	0.87066
34384.1	0.823589
34549.4	0.777556
34714.7	0.732761
34880	0.690481
35045.3	0.650918
35210.6	0.614882
35375.9	0.582547
35541.2	0.554255
35706.5	0.530133
35871.8	0.51011
36037.1	0.494259
36202.4	0.482139
36367.8	0.473417
36533.1	0.469226
36698.4	0.467525
36863.7	0.467302
37029	0.470209
37194.3	0.474826
37359.6	0.480744
37524.9	0.487307
37690.2	0.494392
37855.5	0.501197
38020.8	0.507581
38186.1	0.512845
38351.4	0.517129
38516.8	0.518508
38682.1	0.518012
38847.4	0.516713
39012.7	0.511855
39178	0.504109
39343.3	0.494075
39508.6	0.481749
39673.9	0.467107
39839.2	0.450754
40004.5	0.43276
40169.8	0.413867
40335.1	0.394235
40500.5	0.374567
40665.8	0.355081
40831.1	0.336275
40996.4	0.318371
41161.7	0.301564
41327	0.286019
41492.3	0.271623
41657.6	0.25844
41822.9	0.246145
41988.2	0.234688
42153.5	0.223685
42318.8	0.213003
42484.1	0.202358
42649.5	0.191592
42814.8	0.180633
42980.1	0.169362
43145.4	0.157949
43310.7	0.146364
43476	0.13496
43641.3	0.123817
43806.6	0.113363
43971.9	0.103764
44137.2	0.0954034
44302.5	0.088488
